Normalized Tensile Strength,Normalized Vickers Hardness,Normalized Impact Strength,Predicted Tensile Strength,Predicted Vickers Hardness,Predicted Impact Strength
10.483789570093442,-3.2934854198446315,-2.9703394867702695,64.627525,90.677475,10.017377
36.498139336136035,-3.159361090473832,-2.9092044995152886,33.431065,48.324635,4.954858
